contig,length
contig_20510,7331
contig_20511,3465
contig_20512,5796
contig_20513,15650
contig_20514,2468
contig_20515,3811
contig_20516,3539
contig_20517,3444
contig_20518,3691
contig_20519,3868
contig_2052,1397
contig_20520,10592
contig_20521,7686
contig_20522,10064
contig_20523,4449
contig_20524,11139
contig_20525,2981
contig_20526,4449
contig_20527,3608
contig_20528,5341
contig_20529,12820
contig_20530,5423
contig_20531,12485
contig_20532,7351
contig_20533,8041
contig_20534,3295
contig_20535,6788
contig_20536,5481
contig_20537,5751
contig_20538,25055
contig_20539,2559
contig_20540,6370
contig_20541,3828
contig_20542,3175
contig_20543,11292
contig_20544,9388
contig_20545,10267
contig_20546,6235
contig_20547,4635
contig_20548,3039
contig_20549,12589
contig_20550,3958
contig_20551,2623
contig_20552,6278
contig_20553,3433
contig_20554,3225
contig_20555,4953
contig_20556,4193
contig_20557,6823
contig_20558,4246
contig_20559,2998
contig_20560,5163
contig_20561,5830
contig_20562,3328
contig_20563,6056
contig_20564,2205
contig_20565,6951
contig_20566,7258
contig_20567,4568
contig_20568,5838
contig_20569,9626
contig_20570,4450
contig_20571,3187
contig_20572,2984
contig_20573,6385
contig_20574,4539
contig_20575,9466
contig_20576,5539
contig_20577,4911
contig_20578,7720
contig_20579,4805
contig_2058,2036
contig_20580,13896
contig_20581,2490
contig_20582,13320
contig_20583,3514
contig_20584,2482
contig_20585,6384
contig_20587,1161
contig_20588,5841
contig_20589,3895
contig_20590,4781
contig_20591,2698
contig_20592,2617
contig_20593,3825
contig_20594,7781
contig_20595,3115
contig_20596,4284
contig_20597,4449
contig_20598,3731
contig_20599,2520
contig_206,2383
contig_2060,991
contig_20600,2611
contig_20601,8160
contig_20602,2381
contig_20603,3081
contig_20604,5375
contig_20605,3325
contig_20606,3190
contig_20607,4315
contig_20608,9646
contig_20609,2821
contig_20610,3899
contig_20611,4430
contig_20612,6623
contig_20613,10234
contig_20614,5997
contig_20615,13231
contig_20616,4251
contig_20617,32248
contig_20618,23161
contig_20619,7487
contig_20620,4632
contig_20621,3725
contig_20622,7948
contig_20623,3443
contig_20624,3887
contig_20625,2742
contig_20626,3237
contig_20627,3328
contig_20628,6794
contig_20629,6933
contig_20630,6499
contig_20631,4607
contig_20632,2879
contig_20633,6486
contig_20634,5519
contig_20635,5281
contig_20636,5162
contig_20637,13072
contig_20638,3088
contig_20639,5040
contig_20640,7363
contig_20641,5367
contig_20642,10816
contig_20643,4687
contig_20644,5535
contig_20645,12311
contig_20646,8505
contig_20647,2859
contig_20648,5694
contig_20649,14623
contig_20650,10956
contig_20651,6046
contig_20652,9084
contig_20653,4895
contig_20654,6207
contig_20655,8369
contig_20656,4085
contig_20657,12126
contig_20658,4005
contig_20659,12092
contig_2066,21959
contig_20660,5383
contig_20661,4095
contig_20662,9161
contig_20663,6667
contig_20664,2482
contig_20665,4733
contig_20666,3526
contig_20667,16183
contig_20668,4473
contig_20669,29876
contig_20670,3674
contig_20671,2458
contig_20672,4655
contig_20673,5083
contig_20674,6464
contig_20675,3985
contig_20676,3057
contig_20677,3595
contig_20678,4607
contig_20679,8154
contig_20680,3042
contig_20681,3253
contig_20682,15379
contig_20683,10647
contig_20684,9755
contig_20685,22566
contig_20686,4052
contig_20687,4626
contig_20688,3072
contig_20689,2227
contig_20690,3982
contig_20691,8085
contig_20692,2799
contig_20693,8963
contig_20694,5485
contig_20695,4547
contig_20696,2634
contig_20697,6731
contig_20698,6465
contig_20699,5654
contig_207,2159
contig_20700,6213
contig_20701,7535
contig_20702,15321
contig_20703,7567
contig_20704,5495
contig_20705,7592
contig_20706,7197
contig_20707,14707
contig_20708,5057
contig_20709,9600
contig_20710,6007
contig_20711,3091
contig_20712,2473
contig_20713,16102
contig_20714,8002
contig_20715,3972
contig_20716,4084
contig_20717,12732
contig_20718,3880
contig_20719,6291
contig_2072,875
contig_20720,6537
contig_20721,2269
contig_20722,2892
contig_20723,4589
contig_20724,5784
contig_20725,6478
contig_20726,27373
contig_20727,3341
contig_20728,2434
contig_20729,6301
contig_20730,9585
contig_20731,4851
contig_20732,39680
contig_20733,3443
contig_20734,3980
contig_20735,3698
contig_20736,7672
contig_20737,6921
contig_20738,5448
contig_20739,8501
contig_20740,7819
contig_20741,5789
contig_20742,5431
contig_20743,9970
contig_20744,13412
contig_20745,2341
contig_20746,7366
contig_20747,3519
contig_20748,9513
contig_20749,7512
contig_2075,611
contig_20750,6624
contig_20751,8681
contig_20752,6481
contig_20753,3922
contig_20754,4174
contig_20755,5086
contig_20756,2324
contig_20757,4386
contig_20758,5532
contig_20759,7525
contig_2076,4894
contig_20760,7031
contig_20761,4599
contig_20762,4666
contig_20763,4835
contig_20764,5795
contig_20765,5804
contig_20766,2401
contig_20767,11532
contig_20768,24484
contig_20769,4060
contig_20770,3434
contig_20771,4333
contig_20772,12215
contig_20773,3502
contig_20774,3352
contig_20775,4538
contig_20776,29512
contig_20777,3683
contig_20778,40643
contig_20779,5637
contig_20780,2763
contig_20781,8406
contig_20782,20234
contig_20783,5361
contig_20784,5863
contig_20785,5548
contig_20786,4606
contig_20787,4257
contig_20788,7279
contig_20789,24280
contig_2079,2552
contig_20790,4237
contig_20791,16008
contig_20792,4687
contig_20793,4932
contig_20794,7422
contig_20795,6221
contig_20796,3029
contig_20797,4809
contig_20798,6580
contig_20799,8818
contig_2080,43773
contig_20800,4411
contig_20801,16141
contig_20802,8193
contig_20803,14011
contig_20804,3559
contig_20805,4558
contig_20806,7958
contig_20807,24776
contig_20808,6291
contig_20809,3075
contig_20810,7026
contig_20811,8166
contig_20812,5952
contig_20814,2106
contig_20815,3920
contig_20816,2789
contig_20817,4352
contig_20818,2063
contig_20819,27793
contig_20820,5761
contig_20821,2122
contig_20822,3831
contig_20823,2888
contig_20824,13129
contig_20825,5936
contig_20826,3420
contig_20827,2586
contig_20828,6205
contig_20829,4879
contig_2083,2132
contig_20830,5190
contig_20831,9540
contig_20832,5518
contig_20833,3217
contig_20834,6330
contig_20835,7424
contig_20836,22405
contig_20837,2525
contig_20838,3131
contig_20839,6254
contig_2084,839
contig_20840,3367
contig_20842,7875
contig_20843,4622
contig_20844,8397
contig_20845,5837
contig_20846,5633
contig_20847,64731
contig_20848,4636
contig_20849,5039
contig_2085,9205
contig_20850,5747
contig_20851,5743
contig_20852,3923
contig_20853,12864
contig_20854,2878
contig_20855,5863
contig_20856,5158
contig_20857,3587
contig_20858,5887
contig_20859,2108
contig_2086,7973
contig_20860,4181
contig_20861,6895
contig_20862,3039
contig_20863,3665
contig_20864,4922
contig_20865,5704
contig_20866,5993
contig_20867,5193
contig_20868,5450
contig_20869,16804
contig_2087,3866
contig_20870,11355
contig_20871,5686
contig_20872,4378
contig_20873,5141
contig_20874,9319
contig_20875,5298
contig_20876,4820
contig_20877,7216
contig_20878,5359
contig_20879,7585
contig_20880,4529
contig_20881,2424
contig_20882,12921
contig_20883,2851
contig_20884,19681
contig_20885,5720
contig_20886,5101
contig_20887,4968
contig_20888,2600
contig_20889,5558
contig_20890,3051
contig_20891,3438
contig_20892,4954
contig_20893,4675
contig_20894,4866
contig_20895,4807
contig_20896,6386
contig_20897,4067
contig_20898,2550
contig_20899,7420
contig_209,52061
contig_2090,8333
contig_20900,4367
contig_20901,19701
contig_20902,3188
contig_20903,6437
contig_20904,8978
contig_20905,5806
contig_20906,2746
contig_20907,21813
contig_20908,4232
contig_20909,3924
contig_2091,1753
contig_20910,6336
contig_20911,3533
contig_20912,5983
contig_20913,3805
contig_20914,3105
contig_20915,3093
contig_20916,6182
contig_20917,3641
contig_20918,4942
contig_20919,5967
contig_2092,291439
contig_20920,6475
contig_20921,3985
contig_20922,3957
contig_20923,4045
contig_20924,9361
contig_20925,3437
contig_20926,2865
contig_20927,10439
contig_20928,1511
contig_20929,3487
contig_2093,22958
contig_20930,11208
contig_20931,7892
contig_20932,2578
contig_20933,6331
contig_20934,27137
contig_20935,7195
contig_20936,4108
contig_20937,5239
contig_20938,4240
contig_20939,8050
contig_2094,22411
contig_20940,3033
contig_20941,4013
contig_20942,4050
contig_20943,2766
contig_20944,13062
contig_20945,5051
contig_20946,6423
contig_20947,33552
contig_20948,6023
contig_20949,2747
contig_2095,68162
contig_20950,5943
contig_20951,2735
contig_20952,2470
contig_20953,21591
contig_20954,4376
contig_20955,2843
contig_20956,8398
contig_20957,12634
contig_20958,12690
contig_20959,6192
contig_2096,14924
contig_20960,1510
contig_20961,3682
contig_20962,8677
contig_20963,9585
contig_20964,3282
contig_20965,2320
contig_20966,3193
contig_20967,5358
contig_20968,15389
contig_20969,3134
contig_2097,13606
contig_20970,9594
contig_20971,2650
contig_20972,3200
contig_20973,3915
contig_20974,3536
contig_20975,4608
contig_20976,19540
contig_20977,5452
contig_20978,4438
contig_20979,7387
contig_2098,25757
contig_20980,3796
contig_20981,7733
contig_20982,5403
contig_20983,3170
contig_20984,4315
contig_20985,16217
contig_20986,3686
contig_20987,4898
contig_20988,14916
contig_20989,4062
contig_2099,2490
contig_20990,3758
contig_20991,5195
contig_20992,197036
contig_20993,2752
contig_20994,5071
contig_20995,4962
contig_20996,3123
contig_20997,5715
contig_20998,2796
contig_210,5668
contig_2100,20909
contig_21001,36681
contig_21002,8254
contig_21003,7536
contig_21004,7210
contig_21005,6948
contig_21006,8149
contig_21007,4111
contig_21008,3509
contig_21009,3564
contig_2101,9643
contig_21010,4148
contig_21011,8625
contig_21012,33101
contig_21013,2853
contig_21014,5708
contig_21015,24186
contig_21016,8974
contig_21017,7182
contig_21018,4776
contig_21019,2226
contig_2102,1332
contig_21020,5078
contig_21021,5974
contig_21022,8010
contig_21023,4517
contig_21024,23626
contig_21025,4441
contig_21026,3371
contig_21027,5065
contig_21028,4455
contig_21029,20676
contig_2103,1409
contig_21030,4272
contig_21031,3995
contig_21032,4598
contig_21033,4134
contig_21034,6577
contig_21035,3654
contig_21036,6202
contig_21037,3422
contig_21038,13284
contig_21039,9093
contig_2104,18023
contig_21040,12631
contig_21041,5904
contig_21042,7478
contig_21043,2986
contig_21044,8650
contig_21045,2642
contig_21046,6864
contig_21047,4566
contig_21048,8189
contig_21049,3194
contig_2105,14764
contig_21050,7462
contig_21051,6660
contig_21052,5929
contig_21053,8646
contig_21054,3003
contig_21055,11373
contig_21056,6671
contig_21057,13518
contig_21058,3241
contig_21059,2637
contig_2106,56296
contig_21060,17510
contig_21061,4475
contig_21062,17847
contig_21063,46442
contig_21064,4691
contig_21065,59040
contig_21066,4690
contig_21067,15877
contig_21069,5473
contig_2107,7504
contig_21070,2389
contig_21071,7855
contig_21072,9249
contig_21073,10648
contig_21074,2531
contig_21075,11628
contig_21076,5631
contig_21077,5672
contig_21078,4399
contig_21079,3474
contig_2108,13903
contig_21080,3134
contig_21081,3801
contig_21082,2371
contig_21083,6096
contig_21084,7523
contig_21085,2502
contig_21086,9126
contig_21087,10229
contig_21088,4855
contig_21089,21550
contig_2109,6171
contig_21090,6180
contig_21091,2887
contig_21092,34814
contig_21093,5453
contig_21094,8906
contig_21095,25388
contig_21096,8316
contig_21097,3244
contig_21098,3567
contig_21099,9068
contig_211,5550
contig_21100,6629
contig_21101,2405
contig_21102,3940
contig_21103,4759
contig_21104,7185
contig_21105,7574
contig_21106,4859
contig_21107,5568
contig_21108,4115
contig_21109,2261
contig_21110,2521
contig_21111,8768
contig_21112,5241
contig_21113,3556
contig_21114,3985
contig_21115,8265
contig_21116,6482
contig_21117,4747
contig_21118,3158
contig_21119,2652
contig_2112,31356
contig_21120,4548
contig_21121,5276
contig_21122,5449
contig_21123,2872
contig_21124,39336
contig_21125,3290
contig_21126,2415
contig_21127,2970
contig_21128,15243
contig_21129,4593
contig_2113,18412
contig_21130,13228
contig_21131,2831
contig_21132,6682
contig_21133,2337
contig_21134,3909
contig_21135,3114
contig_21136,3997
contig_21137,2654
contig_21138,4220
contig_21139,7308
contig_2114,20232
contig_21140,14925
contig_21141,5019
contig_21142,4355
contig_21143,5590
contig_21144,5786
contig_21145,4068
contig_21146,6290
contig_21147,7120
contig_21148,5067
contig_21149,5787
contig_2115,10418
contig_21150,3726
contig_21151,7851
contig_21152,7144
contig_21153,5564
contig_21154,13020
contig_21155,7169
contig_21156,2720
contig_21157,5013
contig_21158,4103
contig_21159,7437
contig_2116,9542
contig_21160,3799
contig_21161,6923
contig_21162,4168
contig_21163,2326
contig_21164,4281
contig_21165,3488
contig_21166,6465
contig_21167,6407
contig_21168,5568
contig_21169,5014
contig_2117,20927
contig_21170,3601
contig_21171,3190
contig_21172,3165
contig_21173,3687
contig_21174,7385
contig_21175,2907
contig_21176,6533
contig_21177,5802
contig_21178,48879
contig_21179,6441
contig_2118,11158
contig_21180,5620
contig_21181,16172
contig_21182,2496
contig_21183,8851
contig_21184,3123
contig_21185,5087
contig_21186,2926
contig_21188,6600
contig_21189,5966
contig_2119,11854
contig_21190,4886
contig_21191,4878
contig_21192,5170
contig_21193,8487
contig_21194,7108
contig_21195,6804
contig_21196,47509
contig_21197,3026
contig_21198,55626
contig_21199,3027
contig_212,18055
contig_2120,9486
contig_21200,1231
contig_21201,973
contig_21202,1990
contig_21203,4124
contig_21204,7175
contig_21206,1842
contig_21207,4724
contig_21208,6572
contig_21209,3334
contig_2121,46528
contig_21210,8719
contig_21211,2475
contig_21212,8205
contig_21213,44404
contig_21214,4061
contig_21215,6008
contig_21216,20572
contig_21217,6527
contig_21218,12632
contig_21219,4513
contig_2122,12907
contig_21220,6797
contig_21221,13507
contig_21222,10485
contig_21223,4426
contig_21224,4026
contig_21225,2635
contig_21226,5514
contig_21227,5301
contig_21228,3972
contig_21229,6032
contig_2123,945
contig_21230,2906
contig_21231,13673
contig_21232,35398
contig_21233,4387
contig_21234,3972
contig_21235,6265
contig_21236,8053
contig_21237,6965
contig_21238,5609
contig_21239,4233
contig_2124,4187
contig_21240,6404
contig_21241,6427
contig_21242,2409
contig_21243,55307
contig_21244,8113
contig_21245,4357
contig_21246,6338
contig_21247,2394
contig_21248,5387
contig_21249,6066
contig_2125,7365
contig_21250,7587
contig_21251,11743
contig_21252,4548
contig_21253,2392
contig_21254,17828
contig_21255,3663
contig_21256,4724
contig_21257,5279
contig_21258,2776
contig_21259,3130
contig_2126,6637
contig_21260,2812
contig_21261,6440
contig_21262,8283
contig_21263,4708
contig_21264,2324
contig_21265,4667
contig_21266,7755
contig_21267,4251
contig_21268,4586
contig_21269,6038
contig_2127,13300
contig_21270,5739
contig_21271,5916
contig_21272,2958
contig_21273,2804
contig_21274,3145
contig_21275,42586
contig_21276,12560
contig_21277,7183
contig_21278,2791
contig_21279,6890
contig_2128,18594
contig_21280,2778
contig_21281,5506
contig_21282,5448
contig_21283,4222
contig_21284,30187
contig_21285,30687
contig_21286,5887
contig_21287,7176
contig_21288,2663
contig_21289,4537
contig_21290,4759
contig_21291,7825
contig_21292,7796
contig_21293,3288
contig_21294,9214
contig_21295,4871
contig_21297,7375
contig_21298,7303
contig_21299,4765
contig_213,3740
contig_2130,3277
contig_21300,58586
contig_21301,2751
contig_21302,11959
contig_21303,5089
contig_21305,4064
contig_21306,20273
contig_21307,2592
contig_21308,7993
contig_21309,4951
contig_2131,48427
contig_21310,7235
contig_21311,4567
contig_21312,6428
contig_21313,3452
contig_21314,1122
contig_21315,2872
contig_21316,5926
contig_21317,58530
contig_21318,3275
contig_21319,2562
contig_2132,3057
contig_21320,6223
contig_21321,4682
contig_21322,4153
contig_21323,2858
contig_21324,6332
contig_21325,5949
contig_21326,5157
contig_21327,4779
contig_21328,5278
contig_21329,9407
contig_2133,17060
contig_21330,6042
contig_21331,4151
contig_21332,5706
contig_21333,6865
contig_21334,7657
contig_21335,29052
contig_21336,14724
contig_21337,4907
contig_21338,2952
contig_21339,5143
contig_2134,109139
contig_21340,2531
contig_21341,3244
contig_21342,3693
contig_21343,7938
contig_21344,3335
contig_21345,5146
contig_21346,2887
contig_21347,7622
contig_21348,2708
contig_21349,3426
contig_2135,16790
contig_21350,4093
contig_21351,6076
contig_21352,3792
contig_21353,2433
contig_21354,5994
contig_21355,4453
contig_21356,3537
contig_21357,2878
contig_21358,5079
contig_21359,2595
contig_2136,15741
contig_21360,3176
contig_21361,10366
contig_21362,2512
contig_21363,4189
contig_21364,9251
contig_21365,3937
contig_21366,4287
contig_21367,3304
contig_21368,5767
contig_21369,3548
contig_2137,10263
contig_21370,4570
contig_21371,4400
contig_21372,5112
contig_21373,4964
contig_21374,9814
contig_21375,9965
contig_21376,3207
contig_21377,16374
contig_21378,2591
contig_21379,4444
contig_2138,12251
contig_21380,4652
contig_21381,2773
contig_21382,42246
contig_21383,9540
contig_21384,2410
contig_21385,4027
contig_21386,3932
contig_21387,5266
contig_21388,3526
contig_21389,6711
contig_2139,11600
contig_21390,2629
contig_21391,3285
contig_21392,4564
contig_21393,19610
contig_21394,6878
contig_21395,2872
contig_21396,6323
contig_21397,7037
contig_21398,4958
contig_21399,8695
contig_214,9092
contig_2140,1424
contig_21400,5672
contig_21401,7600
contig_21402,7004
contig_21403,2665
contig_21404,3659
contig_21405,8074
contig_21406,5348
contig_21407,7012
contig_21408,2762
contig_21409,3682
contig_2141,3667
contig_21410,2812
contig_21411,2270
contig_21412,2911
contig_21413,1806
contig_21414,4078
contig_21415,2523
contig_21416,8868
contig_21417,5055
contig_21418,2956
contig_21419,4154
contig_2142,14221
contig_21420,4579
contig_21421,14410
contig_21422,4265
contig_21423,4917
contig_21424,2325
contig_21425,3216
contig_21428,4847
contig_21429,5456
contig_2143,2328
contig_21430,3590
contig_21431,4573
contig_21432,3783
contig_21433,6035
contig_21434,5304
contig_21435,5319
contig_21436,8530
contig_21437,28091
contig_21438,13750
contig_21439,6230
contig_2144,588
contig_21440,7081
contig_21441,10805
contig_21442,3708
contig_21443,4748
contig_21444,8002
contig_21445,4919
contig_21446,7141
contig_21447,52886
contig_21448,6298
contig_21449,7125
contig_2145,29672
contig_21450,3376
contig_21451,2801
contig_21452,2444
contig_21453,8347
contig_21454,8894
contig_21455,5227
contig_21456,27713
contig_21457,6479
contig_21458,7647
contig_21459,2650
contig_2146,6025
contig_21460,2604
contig_21461,2458
contig_21462,10723
contig_21463,3597
contig_21464,4792
contig_21465,8792
contig_21466,5005
contig_21467,5567
contig_21468,4335
contig_21469,5047
contig_2147,8548
contig_21470,36619
contig_21471,4561
contig_21472,19776
contig_21473,7120
contig_21474,5017
contig_21475,10830
contig_21476,3161
contig_21477,2569
contig_21478,5466
contig_21479,6247
contig_2148,13128
contig_21480,9354
contig_21481,5564
contig_21482,4404
contig_21483,6668
contig_21484,6036
contig_21485,8388
contig_21486,5407
contig_21487,15562
contig_21488,3677
contig_21489,3519
contig_2149,3389
contig_21490,5697
contig_21491,2733
contig_21492,4808
contig_21493,4297
contig_21494,12829
contig_21495,2762
contig_21496,2810
contig_21497,4257
contig_215,12939
contig_2150,18478
contig_21500,3458
contig_21501,7169
contig_21502,4974
contig_21503,2448
contig_21504,5033
contig_21505,6305
contig_21506,4222
contig_21507,4613
contig_21508,3093
contig_21509,8656
contig_2151,29197
contig_21510,2436
contig_21511,3082
contig_21512,2583
contig_21513,7469
contig_21514,5689
contig_21515,14519
contig_21516,4259
contig_21517,6024
contig_21518,2889
contig_21519,2108
contig_21520,15958
contig_21521,5968
contig_21522,4474
contig_21523,6380
contig_21524,9429
contig_21525,8885
contig_21526,4267
contig_21527,11515
contig_21528,2576
contig_21529,5425
contig_2153,30408
contig_21530,9987
contig_21531,15770
contig_21532,5697
contig_21533,2552
contig_21534,7497
contig_21535,3968
contig_21536,6005
contig_21537,4076
contig_21538,2739
contig_21539,6455
contig_2154,10094
contig_21540,4935
contig_21541,6561
contig_21542,3525
contig_21543,6781
contig_21544,2387
contig_21545,23865
contig_21546,8684
contig_21547,3762
contig_21548,2721
contig_21549,2334
contig_2155,24840
contig_21550,6630
contig_21551,6388
contig_21552,6016
contig_21553,4018
contig_21554,4022
contig_21555,3483
contig_21556,20535
contig_21557,3361
contig_21558,24344
contig_21559,21340
contig_21560,4161
contig_21561,5862
contig_21562,3579
contig_21563,16325
contig_21564,4605
contig_21565,4012
contig_21566,2645
contig_21567,9738
contig_21568,3163
contig_21569,12271
contig_2157,48200
contig_21570,20305
contig_21571,11832
contig_21572,33370
contig_21573,7053
contig_21574,11572
contig_21575,4532
contig_21576,2608
contig_21577,6356
contig_21578,4462
contig_21579,12753
contig_2158,24327
contig_21580,5550
contig_21581,10361
contig_21582,3985
contig_21583,24688
contig_21584,13502
contig_21585,2956
contig_21586,4485
contig_21587,3179
contig_21588,3720
contig_21589,4005
contig_2159,16737
contig_21590,5197
contig_21591,4942
contig_21592,4881
contig_21593,42876
contig_21594,3094
contig_21595,3399
contig_21596,3146
contig_21597,13194
contig_21598,11072
contig_21599,16835
contig_216,1094
contig_2160,19563
contig_21600,3882
contig_21601,3426
contig_21602,3201
contig_21603,2474
contig_21604,9327
contig_21605,6197
contig_21606,33287
contig_21607,4678
contig_21608,4128
contig_21609,1530
contig_2161,15199
contig_21610,4091
contig_21611,18548
contig_21612,6544
contig_21613,3566
contig_21614,2841
contig_21615,5213
contig_21616,5105
contig_21617,5171
contig_21618,13961
contig_21619,3853
contig_2162,2530
contig_21620,12552
contig_21621,8637
contig_21622,2792
contig_21623,9293
contig_21624,2758
contig_21625,2973
contig_21626,6677
contig_21627,19991
contig_21628,4589
contig_21629,5517
contig_2163,5715
contig_21630,5192
contig_21631,18753
contig_21632,6193
contig_21633,3937
contig_21634,3598
contig_21635,9411
contig_21636,10656
contig_21637,8379
contig_21638,5965
contig_21639,2144
contig_2164,3442
contig_21640,7057
contig_21641,3200
contig_21642,8886
contig_21643,3931
contig_21644,5606
contig_21645,4086
contig_21646,14715
contig_21647,3012
contig_21648,2334
contig_21649,3118
contig_2165,1184
contig_21650,4462
contig_21651,21137
contig_21652,3535
contig_21653,5227
contig_21654,5589
contig_21655,5900
contig_21656,4970
contig_21657,2248
contig_21658,4121
contig_21659,4073
contig_2166,25055
contig_21660,3986
contig_21661,2675
contig_21662,5334
contig_21663,6190
contig_21664,5354
contig_21665,3448
contig_21666,6738
contig_21667,5544
contig_21668,3680
contig_21669,6520
contig_2167,15345
contig_21670,6102
contig_21671,4276
contig_21672,2736
contig_21673,4804
contig_21674,3642
contig_21675,2453
contig_21676,9001
contig_21677,5171
contig_21678,8294
contig_21679,5875
contig_2168,12693
contig_21680,4897
contig_21681,14889
contig_21682,3776
contig_21683,2112
contig_21684,3819
contig_21685,2520
contig_21686,4062
contig_21687,4234
contig_21688,6001
contig_21689,2527
contig_2169,5050
contig_21690,4664
contig_21691,5108
contig_21692,5784
contig_21693,7216
contig_21694,4775
contig_21695,3144
contig_21696,135379
contig_21697,6965
contig_21698,2785
contig_21699,4938
contig_217,5059
contig_2170,3902
contig_21700,4828
contig_21701,4649
contig_21702,3420
contig_21703,6508
contig_21704,3681
contig_21705,14574
contig_21706,5748
contig_21707,4537
contig_21708,5130
contig_21709,5386
contig_2171,13253
contig_21710,7468
contig_21711,4845
contig_21712,4648
contig_21713,3254
contig_21714,3214
contig_21715,2734
contig_21716,3908
contig_21717,976
contig_21718,4014
contig_21719,4843
contig_2172,6320
contig_21720,8053
contig_21721,12443
contig_21722,3991
contig_21723,51730
contig_21724,9996
contig_21725,6356
contig_21726,50868
contig_21727,7347
contig_21728,3551
contig_21729,8483
contig_2173,4208
contig_21730,18035
contig_21731,4295
contig_21732,17100
contig_21733,3372
contig_21734,17346
contig_21735,3424
contig_21736,4065
contig_21737,2477
contig_21738,12757
contig_21739,3807
contig_2174,32825
contig_21740,3778
contig_21741,5856
contig_21742,18125
contig_21743,2728
contig_21744,5854
contig_21745,2950
contig_21746,4073
contig_21747,4097
contig_21748,3306
contig_21749,5125
contig_2175,9662
contig_21750,5606
contig_21751,11437
contig_21752,3816
contig_21753,7172
contig_21754,5864
contig_21755,2298
contig_21756,6257
contig_21757,2395
contig_21758,4544
contig_21759,6240
contig_2176,6734
contig_21760,3362
contig_21761,3592
contig_21762,4003
contig_21763,2399
contig_21764,7326
contig_21765,2754
contig_21766,14202
contig_21767,9137
contig_21768,3654
contig_21769,6224
contig_2177,14090
contig_21770,5222
contig_21771,3541
contig_21772,17170
contig_21773,7121
contig_21774,2260
contig_21775,6675
contig_21776,8591
contig_21777,4457
contig_21778,5901
contig_21779,5022
contig_2178,8241
contig_21780,5924
contig_21781,9867
contig_21782,4767
contig_21783,3577
contig_21784,5558
contig_21785,2383
contig_21786,8624
contig_21787,4425
contig_21788,4844
contig_21789,6788
contig_2179,2127
contig_21790,4713
contig_21791,3815
contig_21792,4552
contig_21793,10278
contig_21794,9371
contig_21795,2463
contig_21796,3546
contig_21797,2806
contig_21798,7820
contig_21799,5215
contig_218,5363
contig_21800,33572
contig_21801,3530
contig_21802,9625
contig_21803,4429
contig_21804,2202
contig_21805,1897
contig_21806,11231
contig_21807,6114
contig_21808,2619
contig_21809,10102
contig_21810,2773
contig_21811,28177
contig_21812,10864
contig_21813,2499
contig_21814,8303
contig_21815,5934
contig_21817,4886
contig_21818,26413
contig_21819,7950
contig_2182,5415
contig_21820,6965
contig_21821,2420
contig_21822,12315
contig_21823,2478
contig_21824,3357
contig_21825,2544
contig_21826,3238
contig_21827,5072
contig_21828,2649
contig_21829,3851
contig_2183,27784
contig_21831,10237
contig_21832,3035
contig_21833,5396
contig_21834,9297
contig_21835,7797
contig_21836,10382
contig_21837,13406
contig_21838,2650
contig_21839,4862
contig_2184,27124
contig_21840,2910
contig_21841,6253
contig_21842,6737
contig_21843,4657
contig_21844,5012
contig_21845,2680
contig_21846,3941
contig_21847,22721
contig_21848,14510
contig_21849,4065
contig_2185,5473
contig_21850,5733
contig_21851,3780
contig_21852,3571
contig_21853,5388
contig_21854,2467
contig_21855,3990
contig_21856,4352
contig_21857,2464
contig_21858,8719
contig_21860,10883
contig_21861,3691
contig_21862,7623
contig_21863,6056
contig_21864,7190
contig_21865,2807
contig_21866,5821
contig_21867,6483
contig_21868,6499
contig_21869,3263
contig_2187,12660
contig_21870,2634
contig_21871,18895
contig_21872,2715
contig_21873,2701
contig_21874,9528
contig_21875,4273
contig_21876,39892
contig_21877,8416
contig_21878,44272
contig_21879,16330
contig_2188,2719
contig_21880,3340
contig_21881,6236
contig_21882,16363
contig_21883,3161
contig_21884,4919
contig_21885,7665
contig_21886,8301
contig_21887,5888
contig_21888,6979
contig_21889,4670
contig_2189,38665
contig_21890,5008
contig_21891,8155
contig_21892,3889
contig_21893,7748
contig_21894,6012
contig_21895,3270
contig_21896,26853
contig_21897,2740
contig_21898,7478
contig_21899,7255
contig_219,79715
contig_2190,1767
contig_21900,5578
contig_21901,17475
contig_21902,3196
contig_21903,5406
contig_21904,7840
contig_21905,3941
contig_21906,7927
contig_21907,3029
contig_21908,10762
contig_21909,3397
contig_21910,6065
contig_21911,5443
contig_21912,15272
contig_21913,5078
contig_21914,14309
contig_21915,12932
contig_21916,3335
contig_21917,6426
contig_21918,3058
contig_21919,15460
contig_2192,10745
contig_21920,3073
contig_21921,6725
contig_21922,6858
contig_21923,4825
contig_21924,3306
contig_21925,6002
contig_21926,3821
contig_21927,6467
contig_21928,17152
contig_21929,2827
contig_2193,8528
contig_21930,4654
contig_21931,6484
contig_21932,12735
contig_21933,2362
contig_21934,6177
contig_21935,6020
contig_21936,7527
contig_21937,2970
contig_21938,3427
contig_21939,3636
contig_2194,69170
contig_21940,15622
contig_21941,2286
contig_21942,2757
contig_21943,6540
contig_21944,3641
contig_21945,18595
contig_21946,11759
contig_21947,4960
contig_21948,3525
contig_21949,19234
contig_2195,11413
contig_21950,10819
contig_21951,6454
contig_21952,3183
contig_21953,3693
contig_21954,5711
contig_21956,2494
contig_21957,5770
contig_21958,2819
contig_21959,3513
contig_2196,3837
